Serial #s, 
, , , , , , , , , , Functional Test Parameters , , , , , , , , , , , , , , , Gate Signal Test Parameters , 
   , Check Pos 15V,	CH2 Off Gate Voltage,	   CH1 On Gate Voltage,	CH1 Off Gate Voltage,	CH2 On Gate Voltage,   UVLO, OVLO, 	Digital +5V, CH1 Pos Vunreg,	CH1 Neg Vunreg,	CH2 Pos Vunreg,	CH2 Neg Vunreg,	Ch1 Freq,	Ch1 Duty, Ch2 Freq,	Ch2 Duty,	TempFreq,	Temp Duty,	DCL Freq,	DCL Duty,	Ch1 Gate Trig Freq,	Ch2 Gate Trig Freq, 2L Aug Switch - Ch1, Aug Switch - Ch2, DSAT - Ch1, DSAT- Ch2, Deadtime - Ch1(ns), Deadtime - Ch2(ns), Result, Reason for Failure 
ZJ2404122-001-0094,14.88,4.03,18.73,4.01,18.68,PASS,PASS,5.34,21.99,7.45,21.95,7.45,10002.5,48.7,10041.42,48.85,31421.84,58.64,31421.84,50.43,49.91415,49.97501,PASSED,PASSED,PASSED,PASSED,1007.8,1337.6,PASS,
ZJ2404122-001-0095,14.88,4.03,18.81,3.76,18.83,PASS,PASS,5.36,22,7.44,21.97,7.45,10005,48.75,10041.42,48.91,31446.54,58.25,31446.54,48.86,50.03903,49.998,PASSED,PASSED,PASSED,PASSED,1006.4,1353.6,PASS,
ZJ2404122-001-0096,14.88,3.99,18.86,3.86,18.93,PASS,PASS,5.35,21.99,7.44,21.97,7.45,10005,48.75,10041.42,48.89,31372.55,57.02,31372.55,49.25,49.96902,50.02501,PASSING,PASSED,FAILED,FAILED,1008.8,997.6,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0096,14.87,4.06,18.92,4.01,18.99,PASS,PASS,5.37,21.99,7.44,21.96,7.45,10002.5,48.75,10041.42,48.91,31397.17,57.03,31397.17,48.35,50.03854,49.94805,PASSING,PASSED,PASSED,PASSED,990.4,984.8,PASS,
ZJ2404122-001-0097,14.88,4.08,18.77,3.96,18.65,PASS,PASS,5.34,21.98,7.45,21.95,7.49,10005,48.71,10041.42,48.88,31397.17,59.42,31397.17,48.59,50.01701,49.99,PASSING,PASSED,PASSED,PASSED,1006.4,1376,PASS,
ZJ2404122-001-0098,14.88,4.01,18.66,3.92,18.79,PASS,PASS,5.32,21.98,7.43,21.95,7.44,10002.5,48.74,10041.42,48.93,31409.5,57.05,31421.84,52.51,49.91813,49.991,PASSING,PASSED,PASSED,PASSED,1003.4,1360,PASS,
ZJ2404122-001-0099,14.89,4.03,18.7,3.97,18.83,PASS,PASS,5.33,21.98,7.43,21.96,7.45,10001.25,48.69,10041.42,48.89,31421.84,57.46,31421.84,51.34,49.96203,50.02401,PASSED,PASSED,PASSED,PASSED,1016,992.2,PASS,
ZJ2404122-001-0100,14.88,4.14,18.69,3.9,18.88,PASS,PASS,5.35,21.99,7.45,21.96,7.46,10003.75,48.72,10041.42,48.88,31409.5,58.23,31409.5,51.67,49.996,49.96203,PASSED,PASSED,PASSED,PASSED,1003.2,1336,PASS,
ZJ2404122-001-0101,14.89,3.96,18.78,3.91,18.79,PASS,PASS,5.34,21.98,7.45,21.97,7.48,10006.25,48.73,10041.42,48.9,31372.55,57.06,31360.25,49.08,49.98201,50.01997,PASSED,PASSED,PASSED,PASSED,994.4,1360,PASS,
ZJ2404122-001-0102,14.88,4.13,18.53,4,18.7,PASS,PASS,5.35,21.99,7.45,21.96,7.44,10005,48.71,10041.42,48.89,31446.54,57.47,31446.54,48.78,50.008,49.93705,PASSED,PASSED,PASSED,PASSED,997.6,999.2,PASS,
ZJ2404122-001-0103,14.88,4.09,18.58,3.86,18.7,PASS,PASS,5.33,21.98,7.43,21.96,7.45,10003.75,48.72,10041.42,48.88,31458.91,57.1,31458.91,48.68,49.97236,49.986,PASSING,PASSED,PASSED,PASSED,983.2,1361.6,PASS,
ZJ2404122-001-0104,14.87,3.99,18.79,3.91,18.87,PASS,PASS,5.33,21.98,7.43,21.97,7.45,10001.25,48.71,10041.42,48.9,31323.41,58.26,31323.41,54.93,49.93891,50.008,PASSING,PASSED,PASSED,PASSED,980.8,991.2,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0104,14.87,4.02,18.88,3.94,18.92,PASS,PASS,5.33,22.02,7.44,21.97,7.48,10003.75,48.74,10041.42,48.91,31323.41,57.48,31323.41,48.79,50.04604,49.998,PASSED,PASSED,FAILED,FAILED,993.6,988,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0104,14.87,4.03,18.93,3.95,18.94,PASS,PASS,5.34,21.98,7.43,21.97,7.46,10003.75,48.74,10041.42,48.89,31311.15,57.1,31311.15,50.76,49.994,50.014,PASSED,PASSED,PASSED,PASSED,995.4,979.4,PASS,
ZJ2404122-001-0105,14.89,4.06,18.7,3.97,18.75,PASS,PASS,5.33,21.98,7.43,21.95,7.46,10000,48.7,10041.42,48.86,31360.25,57.47,31360.25,51.82,49.96602,49.99,PASSED,PASSED,PASSED,PASSED,989.6,1362.4,PASS,
ZJ2404122-001-0106,14.9,4.04,18.6,3.9,18.79,PASS,PASS,5.33,22,7.45,21.96,7.45,10002.5,48.69,10041.42,48.9,31409.5,57.52,31409.5,48.21,49.96103,49.992,PASSING,PASSED,PASSED,PASSED,1022.4,1000.8,PASS,
ZJ2404122-001-0107,14.87,3.99,18.74,3.97,18.8,PASS,PASS,5.34,21.98,7.43,21.95,7.45,10005,48.74,10041.42,48.88,31335.68,57.46,31335.68,50.33,49.99833,49.94606,PASSING,PASSED,PASSED,PASSED,992,1011.2,PASS,
ZJ2404122-001-0108,14.88,4.04,18.7,3.85,18.71,PASS,PASS,5.31,21.98,7.46,21.94,7.45,10003.75,48.69,10041.42,48.85,31409.5,57.48,31409.5,44.92,50.009,50.00752,PASSED,PASSED,PASSED,PASSED,1018.4,997.6,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0108,14.88,4.05,18.71,3.77,18.75,PASS,PASS,5.31,21.98,7.44,21.95,7.45,10005,48.75,10041.42,48.88,31384.86,57.04,31397.17,48.39,49.997,50.01801,PASSED,PASSED,PASSED,PASSED,1018.4,1372.8,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0109,14.87,4.07,18.78,4.04,18.62,PASS,PASS,5.34,21.98,7.43,21.96,7.45,10000,48.71,10041.42,48.85,31360.25,57.47,31360.25,51.12,50.04103,49.98201,PASSED,PASSED,PASSED,PASSED,1014.4,1334.4,PASS,
ZJ2404122-001-0110,14.88,4.03,18.66,4.03,18.63,PASS,PASS,5.38,21.99,7.44,22,7.46,10003.75,48.69,10041.42,48.88,31421.84,30.87,31421.84,52.4,49.9281,49.92613,PASSED,PASSED,PASSED,PASSED,996,990.6,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0110,14.87,4.04,18.61,4,18.68,PASS,PASS,5.35,21.99,7.44,21.97,7.46,10002.5,48.69,10041.42,48.85,31409.5,57.44,31409.5,48.06,49.993,50.08314,PASSED,PASSED,PASSED,PASSED,1004.6,1009.6,FAIL,
ZJ2404122-001-0111,14.87,4.07,18.8,3.87,18.85,PASS,PASS,5.34,21.98,7.43,21.94,7.44,10002.5,48.75,10041.42,48.88,31384.86,57.79,31397.17,46.7,50.05005,50.06809,PASSED,PASSED,PASSED,PASSED,1001.6,996.8,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0112,14.88,4.06,18.85,3.95,18.77,PASS,PASS,5.35,21.98,7.43,21.95,7.44,10005,48.76,10041.42,48.89,31347.96,57.88,31347.96,48.08,49.96602,49.98001,PASSING,PASSED,FAILED,FAILED,976.8,967.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0112,14.87,4.05,18.89,3.97,18.81,PASS,PASS,5.34,21.98,7.44,21.96,7.45,10005,48.75,10041.42,48.9,31347.96,57.88,31347.96,47.81,49.99,49.98052,PASSED,PASSED,PASSED,PASSED,1005,999.2,FAIL,
ZJ2404122-001-0113,14.87,4.17,18.58,3.89,18.8,PASS,PASS,5.34,21.99,7.45,21.95,7.46,10001.25,48.69,10041.42,48.91,31421.84,57.07,31434.18,48.96,49.95507,49.995,PASSING,PASSED,PASSED,PASSED,995.2,992.8,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0114,14.87,4.08,18.83,3.81,18.83,PASS,PASS,5.35,21.98,7.43,21.96,7.45,10003.75,48.72,10041.42,48.93,31508.47,57.86,31520.88,49.01,49.95105,50.06408,PASSED,PASSED,PASSED,PASSED,1000,968,PASS,
ZJ2404122-001-0115,14.88,4.01,18.87,4.04,18.71,PASS,PASS,5.33,21.97,7.43,21.95,7.45,10002.5,48.75,10041.42,48.88,31458.91,57.81,31471.28,48.7,49.998,50.03002,PASSED,PASSED,PASSED,PASSED,1001.8,981.6,PASS,
ZJ2404122-001-0116,14.88,4.07,18.83,3.93,18.84,PASS,PASS,5.33,21.97,7.43,21.95,7.45,10001.25,48.73,10041.42,48.9,31446.54,59.04,31446.54,50.86,49.94506,50.03803,PASSED,PASSED,PASSED,PASSED,988,1006.4,PASS,
ZJ2404122-001-0117,14.87,4.08,18.75,4.01,18.94,PASS,PASS,5.35,21.98,7.44,21.95,7.45,10002.5,48.71,10041.42,48.93,31372.55,57.02,31384.86,48.76,49.98601,50.02401,PASSED,PASSED,PASSED,PASSED,1000.8,980.8,PASS,
KF2403150011050600,14.89,4.13,18.85,3.94,18.99,PASS,PASS,5.34,21.98,7.44,21.95,7.44,10001.25,48.71,10041.42,48.91,31397.17,57.06,31397.17,51.41,50.032,49.96203,PASSED,PASSED,PASSED,PASSED,1010.6,1004.8,PASS,
ZJ2404122-001-0119,14.88,4.07,18.65,3.94,18.72,PASS,FAIL,5.34,21.98,7.45,21.94,7.45,10002.5,48.72,10041.42,48.91,31323.41,57.44,31323.41,48.47,49.96502,49.98666,PASSED,PASSED,FAILED,FAILED,1016,994.4,FAIL,Failed OVLO Test,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0119,14.87,4.08,18.78,3.97,18.81,PASS,PASS,5.33,21.98,7.47,21.95,7.46,10003.75,48.73,10041.42,25.46,31335.68,57.11,31335.68,51.47,49.97901,50.06709,PASSED,PASSED,FAILED,FAILED,1001,979.2,FAIL,Failed TestCH2Frequency,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0119,14.87,4.16,18.75,3.91,18.83,PASS,PASS,5.33,21.98,7.44,21.96,7.46,10005,48.71,10041.42,48.9,31286.66,38.72,31298.9,48.59,50.007,50.01,PASSING,PASSED,PASSED,PASSED,1018.4,987.2,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0120,14.87,4.15,18.72,4.07,18.76,PASS,PASS,0.96,21.98,7.45,21.95,7.5,10002.5,48.71,10041.42,48.86,31372.55,58.2,31372.55,48.94,50.03102,49.99,PASSED,PASSED,PASSED,PASSED,997.8,1327.2,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0120,14.88,4.09,18.84,4.07,18.86,PASS,PASS,5.35,21.98,7.45,21.95,7.45,10002.5,48.72,10041.42,48.88,31372.55,57.45,31372.55,48.51,49.97701,49.98201,PASSED,PASSED,PASSED,PASSED,1037,1345.6,PASS,
ZJ2404122-001-0121,14.87,4.08,18.7,4.02,18.95,PASS,PASS,5.35,21.97,7.45,21.94,7.46,10005,48.7,10041.42,48.9,31409.5,57.44,31409.5,53.63,49.99567,49.96802,PASSED,PASSED,PASSED,PASSED,1013.6,975.2,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0121,14.87,4.1,18.74,4.06,18.99,PASS,PASS,5.36,21.97,7.45,21.94,7.46,10002.5,48.7,10041.42,48.93,31384.86,57.43,31384.86,46.88,50.05807,49.96053,PASSED,PASSED,PASSED,PASSED,1019.2,1009.6,PASS,
ZJ2404122-001-0122,14.87,4.07,18.67,3.97,18.9,PASS,PASS,0.98,21.98,7.44,21.95,7.45,10001.25,48.71,10041.42,48.94,31434.18,57.49,31434.18,48.21,50.003,49.96103,PASSED,PASSED,PASSED,PASSED,1003.8,1320,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0122,14.87,3.98,18.69,3.98,19.03,PASS,PASS,5.33,21.97,7.47,21.95,7.45,10001.25,48.71,10041.42,48.9,31434.18,57.88,31434.18,51.91,50.07511,50.003,PASSED,PASSED,PASSED,PASSED,1010.4,984.8,PASS,
ZJ2404122-001-0123,14.87,4.09,18.91,3.97,18.87,PASS,PASS,5.38,21.97,7.47,21.96,7.45,10005,48.72,10041.42,48.9,31335.68,57.11,31335.68,44.38,50.04404,49.96203,PASSING,PASSED,PASSED,PASSED,999,988.8,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0123,14.87,4.09,18.95,3.94,18.94,PASS,PASS,5.39,21.98,7.44,21.96,7.45,10001.25,48.74,10041.42,48.94,31323.41,57.09,31323.41,48.98,50.04404,49.91913,PASSED,PASSED,PASSED,PASSED,1007.2,977.6,PASS,
ZJ2404122-001-0124,14.87,4.03,18.71,4.03,18.79,PASS,PASS,5.32,21.98,7.44,21.95,7.46,10002.5,48.71,10041.42,48.91,31409.5,57.09,31409.5,47.78,50.00118,49.95005,PASSED,PASSED,PASSED,PASSED,1017.6,967.2,PASS,
ZJ2404122-001-0125,14.89,4.11,18.73,3.94,18.95,PASS,PASS,5.34,21.97,7.46,21.95,7.45,10002.5,48.67,10041.42,48.89,31335.68,57.85,31335.68,51,49.94805,50.07913,PASSING,PASSED,PASSED,PASSED,1008,1007.2,PASS,
ZJ2404122-001-0126,14.87,4.09,18.54,3.84,18.64,PASS,PASS,5.33,21.97,7.46,21.95,7.46,10002.5,48.71,10041.42,48.9,31298.9,57.08,31298.9,48.79,50.02802,50.0045,PASSING,PASSED,PASSED,PASSED,1017.8,1008,PASS,
ZJ2404122-001-0127,14.89,4.04,18.91,4.09,18.71,PASS,PASS,1.17,21.98,7.44,21.94,7.45,10005,48.72,10041.42,48.95,31471.28,57.47,31471.28,55.7,50.043,50.013,PASSED,PASSED,PASSED,PASSED,1013.6,984,FAIL,Failed Test Output Voltage 5V,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0127,14.88,4.01,18.96,4.15,18.81,PASS,PASS,5.38,21.98,7.44,21.95,7.45,10003.75,48.73,10041.42,48.93,31458.91,58.24,31458.91,46.28,50.02101,50,PASSED,PASSED,PASSED,PASSED,1008.8,977.4,PASS,
ZJ2404122-001-0128,14.87,4.03,18.7,4.04,18.9,PASS,PASS,5.35,21.97,7.44,21.95,7.45,10000,48.68,10041.42,48.91,31384.86,58.26,31384.86,48.29,50.03502,49.96502,PASSED,PASSED,PASSED,PASSED,1003.4,1324.8,PASS,
ZJ2404122-001-0129,14.87,4.16,18.83,4,18.83,PASS,PASS,5.36,21.98,7.45,21.93,7.45,10005,48.7,10041.42,48.9,31372.55,57.88,31372.55,48.24,49.992,50.03002,PASSED,PASSED,PASSED,PASSED,996,1002.4,PASS,
ZJ2404122-001-0130,14.88,4.06,18.74,4.03,18.82,PASS,PASS,5.33,21.97,7.43,21.94,7.45,10002.5,48.74,10041.42,48.89,31372.55,57.14,31372.55,48.16,50.007,49.96902,PASSED,PASSED,PASSED,PASSED,989.6,987.2,PASS,
ZJ2404122-001-0131,14.9,3.94,18.82,4.05,18.69,PASS,PASS,5.36,21.97,7.43,21.95,7.45,10001.25,48.72,10041.42,48.89,31434.18,57.01,31434.18,49.78,50.03803,50.04304,PASSED,PASSED,FAILED,FAILED,995.2,1365.6,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0131,14.87,3.92,18.86,4.09,18.73,PASS,PASS,5.38,21.97,7.45,21.94,7.46,10005,48.75,10041.42,48.93,31446.54,56.68,31446.54,50.43,49.9915,50.006,PASSING,PASSED,PASSED,PASSED,988,1328,PASS,
ZJ2404122-001-0132,14.88,4.07,18.61,3.86,18.62,PASS,PASS,5.35,21.98,7.47,21.94,7.45,10002.5,48.71,10041.42,48.91,31446.54,57.08,31446.54,48.9,50.01098,49.98401,PASSED,PASSED,PASSED,PASSED,998.6,985.6,PASS,
ZJ2404122-001-0133,14.87,4.01,18.85,4.05,18.77,PASS,PASS,5.35,21.98,7.44,21.94,7.48,10005,48.72,10041.42,48.88,31421.84,57.5,31421.84,49.25,50.03703,50.00546,PASSED,PASSED,PASSED,PASSED,1031.2,996,PASS,
ZJ2404122-001-0134,14.87,4.01,18.73,3.85,18.79,PASS,PASS,5.33,21.97,7.44,21.94,7.45,10003.75,48.69,10041.42,48.91,31397.17,57.06,31397.17,51.37,49.97102,49.98201,PASSED,PASSED,PASSED,PASSED,1000.8,1347.2,PASS,
ZJ2404122-001-0135,14.88,4.11,18.71,3.84,18.8,PASS,PASS,5.36,21.98,7.46,21.94,7.47,10006.25,48.74,10041.42,48.91,31347.96,58.66,31347.96,51.33,49.96802,49.93455,PASSED,PASSED,PASSED,PASSED,1012.8,980.8,PASS,
ZJ2404122-001-0136,14.87,4.02,18.63,3.96,18.7,PASS,PASS,5.33,21.98,7.43,21.94,7.46,10003.75,48.73,10041.42,48.88,31421.84,57.46,31421.84,48.78,49.98401,50.00203,PASSED,PASSED,PASSED,PASSED,1013,989.6,PASS,
ZJ2404122-001-0137,14.87,4.02,18.65,4.04,18.65,PASS,PASS,5.33,21.99,7.44,21.95,7.45,10005,48.7,10041.42,48.9,31458.91,57.45,31458.91,51.79,50.01801,49.96103,PASSED,PASSED,PASSED,PASSED,984.8,1002.4,PASS,
