Serial #s, 
, , , , , , , , , , , Functional Test Parameters , , , , , , , , , , , , , , , , Gate Signal Test Parameters , 
   , Check Pos 15V,	CH2 Off Gate Voltage,	   CH1 On Gate Voltage,	CH1 Off Gate Voltage,	CH2 On Gate Voltage,   UVLO, OVLO, DSAT Hi, DSAT Lo,	Digital +5V, CH1 Pos Vunreg,	CH1 Neg Vunreg,	CH2 Pos Vunreg,	CH2 Neg Vunreg,	Ch1 Freq,	Ch1 Duty, Ch2 Freq,	Ch2 Duty,	TempFreq,	Temp Duty,	DCL Freq,	DCL Duty,	Ch1 Gate Trig Freq,	Ch2 Gate Trig Freq, 2L Aug Switch - Ch1, Aug Switch - Ch2, DSAT - Ch1, DSAT- Ch2, Deadtime - Ch1(ns), Deadtime - Ch2(ns), Result, Reason for Failure 
ZJ2404122-001-0895,14.87,4.08,18.59,4,18.75,PASS,PASS,PASS,PASS,5.34,21.97,7.44,21.96,7.46,10001,49,10041,49,31373,57,31373,49,50.02601,49.97102,PASSED,PASSED,PASSED,PASSED,1009.6,999,PASS,
ZJ2404122-001-0894,14.88,4.08,18.77,3.81,18.53,PASS,PASS,PASS,PASS,1.02,21.98,7.43,21.94,7.51,10005,49,10041,49,31447,57,31447,49,50.01601,50.008,PASSING,PASSED,PASSED,PASSED,985.6,989.6,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0890,14.9,4.1,18.74,4.07,18.84,PASS,PASS,PASS,PASS,5.38,21.97,7.47,21.95,7.46,10003,49,10041,49,31373,57,31373,48,50.09418,49.92161,PASSED,PASSED,PASSED,PASSED,1008.6,1012,PASS,
ZJ2404122-001-0896,14.87,4.04,18.61,3.88,18.72,PASS,PASS,PASS,PASS,5.35,21.98,7.44,21.94,7.45,10001,49,10041,49,31385,56,31385,49,49.95505,50.04805,PASSED,PASSED,PASSED,PASSED,985.6,974.4,PASS,
ZJ2404122-001-0897,14.87,3.93,18.66,4.13,18.75,PASS,PASS,PASS,PASS,5.34,21.97,7.46,21.94,7.49,10001,49,10041,49,31323,57,31311,48,49.94406,49.96854,PASSED,PASSED,FAILED,FAILED,1006.6,1372.8,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0897,14.87,3.99,18.64,4.13,18.77,PASS,PASS,PASS,PASS,5.35,21.98,7.46,21.95,7.5,10005,49,10041,49,31299,57,31299,52,50.06708,50.008,PASSED,PASSED,PASSED,PASSED,1011.2,994.4,PASS,
ZJ2404122-001-0898,14.87,4,18.73,3.92,18.57,PASS,PASS,PASS,PASS,5.36,21.98,7.44,21.94,7.45,10003,49,10041,49,31410,57,31410,51,50.08514,50.06408,PASSED,PASSED,PASSED,PASSED,1000.6,988.6,PASS,
ZJ2404122-001-0899,14.87,4.15,18.64,4.17,18.68,PASS,PASS,PASS,PASS,5.37,21.97,7.44,21.93,7.45,10004,49,10041,49,31410,57,31422,47,49.999,49.995,PASSING,PASSED,PASSED,PASSED,1013.8,1360.8,PASS,
ZJ2404122-001-0900,14.87,4.04,18.7,3.96,18.75,PASS,PASS,PASS,PASS,5.34,21.97,7.43,21.95,7.46,10003,49,10041,49,31373,57,31373,48,50.05406,50.05606,PASSING,PASSED,PASSED,PASSED,981.6,992,PASS,
ZJ2404122-001-0901,14.88,4.04,18.7,4.1,18.77,PASS,PASS,PASS,PASS,1.03,21.99,7.43,21.95,7.45,10003,49,10041,49,31385,57,31385,49,49.91415,49.95205,PASSED,PASSED,PASSED,PASSED,993.6,1004.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0901,14.87,4.04,18.76,4.07,18.76,PASS,PASS,PASS,PASS,1.04,21.99,7.44,21.94,7.5,10006,49,10041,49,31373,58,31373,47,50.006,49.98201,PASSING,PASSED,PASSED,PASSED,1016,993.6,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0903,14.87,4.22,18.73,3.86,18.61,PASS,PASS,PASS,PASS,1.02,21.97,7.45,21.95,7.46,10005,49,10041,49,31373,57,31373,49,49.92511,50.014,PASSING,PASSED,PASSED,PASSED,1008.8,990.6,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0902,14.87,3.99,18.75,3.87,18.75,PASS,PASS,PASS,PASS,5.37,21.98,7.44,21.95,7.46,10004,49,10041,49,31422,57,31422,47,49.97701,50,PASSED,PASSED,PASSED,PASSED,998.6,994.6,PASS,
ZJ2404122-001-0904,14.87,4,18.67,3.98,19.05,PASS,PASS,PASS,PASS,5.37,21.99,7.44,21.96,7.46,10006,49,10041,49,31360,57,31360,52,49.95704,50.012,PASSED,PASSED,PASSED,PASSED,1026.4,982.4,PASS,
ZJ2404122-001-0905,14.88,4.22,18.8,4.04,18.69,PASS,PASS,PASS,PASS,1.02,21.97,7.44,21.95,7.45,10006,49,10041,49,31360,57,31360,49,49.989,50.01601,PASSING,PASSED,PASSED,PASSED,1004.8,992,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0906,14.88,4.35,18.94,4.4,18.71,PASS,PASS,PASS,PASS,1.03,21.98,7.46,21.93,7.48,10003,49,10041,49,31434,57,31434,49,49.93409,49.996,PASSED,PASSED,PASSED,PASSED,984,991.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0848,14.87,4.14,18.7,3.93,18.75,PASS,PASS,PASS,PASS,5.36,21.97,7.45,21.95,7.46,10005,49,10041,49,31360,58,31360,48,49.991,50.01801,PASSED,PASSED,PASSED,PASSED,995.8,995.2,PASS,
ZJ2404122-001-0907,14.88,4.05,18.78,3.99,18.73,PASS,PASS,PASS,PASS,5.35,21.97,7.44,21.94,7.45,10005,49,10041,49,31323,57,31323,48,50.001,49.96103,PASSED,PASSED,PASSED,PASSED,1003.2,1369.6,PASS,
ZJ2404122-001-0908,14.88,4.28,18.62,3.95,18.84,PASS,PASS,PASS,PASS,1.03,21.98,7.44,21.95,7.45,10001,49,10041,49,31274,57,31274,51,49.962,50.02049,PASSING,PASSED,PASSED,PASSED,996.8,1350.4,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0884,14.87,4.03,18.71,4.06,18.65,PASS,PASS,PASS,PASS,5.38,21.98,7.43,21.95,7.46,10004,49,10041,49,31410,58,31410,46,50.017,49.9431,PASSED,PASSED,FAILED,FAILED,1020.8,1000,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0884,14.87,4.04,18.71,4.08,18.71,PASS,PASS,PASS,PASS,5.35,21.97,7.44,21.95,7.46,10005,49,10041,49,31410,57,31410,48,50.02401,49.995,PASSED,PASSED,PASSED,PASSED,996.8,1004,PASS,
ZJ2404122-001-0883,14.88,4.12,18.55,3.94,18.62,PASS,PASS,PASS,PASS,5.39,21.94,7.43,21.95,7.46,10001,49,10041,49,31360,58,31360,48,49.97002,50.04155,PASSING,PASSED,PASSED,PASSED,1012.8,1333.6,PASS,
ZJ2404122-001-0803,14.88,4.08,18.75,4.04,18.68,PASS,PASS,PASS,PASS,1.02,21.97,7.44,21.96,7.45,10001,49,10041,49,31397,58,31397,49,49.985,50.02201,PASSED,PASSED,FAILED,FAILED,1005.4,1001.6,FAIL,Failed FUNC_DIGITAL_5V_CHECK, Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0909,14.87,4.05,18.64,3.96,18.82,PASS,PASS,PASS,PASS,5.36,21.98,7.47,21.94,7.48,10006,49,10041,49,31311,58,31311,48,49.998,49.95804,PASSED,PASSED,PASSED,PASSED,981.8,991.2,PASS,
ZJ2404122-001-0906,14.88,4.16,18.66,3.9,18.72,PASS,PASS,PASS,PASS,1.02,21.98,7.44,21.94,7.48,10005,49,10041,49,31447,57,31447,49,49.95105,50.00797,PASSED,PASSED,PASSED,PASSED,1028,990.4,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0910,14.87,4.16,18.66,3.8,18.84,PASS,PASS,PASS,PASS,1.03,21.98,7.48,21.96,7.5,10005,49,10041,49,31410,57,31410,48,49.99,50.05406,PASSED,PASSED,PASSED,PASSED,999.8,977.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0910,14.88,4.18,18.66,3.98,18.87,PASS,PASS,PASS,PASS,1.02,21.97,7.45,21.95,7.47,10003,49,10041,49,31410,57,31410,51,49.95903,49.96207,PASSED,PASSED,PASSED,PASSED,1011.2,996,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0816,14.87,4.07,18.66,3.96,18.69,PASS,PASS,PASS,PASS,5.37,21.93,7.44,21.93,7.45,10004,49,10041,49,31385,56,31385,48,50.05005,50.04454,PASSED,PASSED,PASSED,PASSED,998.4,1344.8,PASS,
ZJ2404122-001-0809,14.87,4.22,18.61,3.99,18.8,PASS,PASS,PASS,PASS,1.02,21.97,7.44,21.94,7.48,10001,49,10041,49,31360,57,31360,50,50.08514,49.97905,PASSED,PASSED,PASSED,PASSED,1012,1343.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0911,14.88,4.11,18.66,4.05,18.66,PASS,PASS,PASS,PASS,1.03,21.97,7.46,21.93,7.45,10003,49,10041,49,31360,57,31348,49,50.07712,50.03703,PASSED,PASSED,PASSED,PASSED,1016,1007.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0815,14.88,4.14,18.74,3.84,18.68,PASS,PASS,PASS,PASS,1.02,21.98,7.45,21.95,7.49,10003,49,10041,49,31385,57,31385,49,49.99749,49.95903,PASSED,PASSED,PASSED,PASSED,1011.8,981.6,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0801,14.87,3.99,18.74,3.87,18.92,PASS,PASS,PASS,PASS,5.36,21.97,7.44,21.93,7.5,10006,49,10041,49,31397,57,31385,49,49.93508,49.94207,PASSED,PASSED,PASSED,PASSED,1005.6,1337.6,PASS,
ZJ2404122-001-0803,14.88,4.06,18.79,3.94,18.63,PASS,PASS,PASS,PASS,1.01,21.97,7.47,21.95,7.45,10004,49,10041,49,31397,58,31397,47,50.03803,50.02401,PASSING,PASSED,PASSED,PASSED,1023.2,995.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0812,14.88,4.27,18.59,3.96,18.69,PASS,PASS,PASS,PASS,1.02,21.98,7.44,21.95,7.46,10001,49,10041,49,31299,57,31299,48,50.00497,49.95555,PASSED,PASSED,PASSED,PASSED,1013,996.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0807,14.87,4.06,18.68,3.95,18.56,PASS,PASS,PASS,PASS,5.35,21.97,7.44,21.94,7.46,10003,49,10041,49,31385,57,31373,49,49.97501,50.006,PASSED,PASSED,PASSED,PASSED,998.4,1000.8,PASS,
ZJ2404122-001-0820,14.87,4.08,18.58,4.02,18.77,PASS,PASS,PASS,PASS,5.38,21.94,7.44,21.93,7.5,10003,49,10041,49,31434,57,31434,48,49.96902,50.02049,PASSED,PASSED,PASSED,PASSED,1013.4,989.6,PASS,
ZJ2404122-001-0908,14.87,4.12,18.63,3.88,18.83,PASS,PASS,PASS,PASS,5.36,21.97,7.45,21.95,7.45,10006,49,10041,49,31287,57,31287,47,50.013,49.97501,PASSING,PASSED,PASSED,PASSED,1015,1333.6,PASS,
ZJ2404122-001-0894,14.89,4.07,18.82,3.79,18.57,PASS,PASS,PASS,PASS,1.03,21.93,7.45,21.93,7.51,10001,49,10041,49,31447,59,31447,46,49.97801,49.995,PASSED,PASSED,PASSING,PASSED,1004.6,1335.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0905,14.88,4.25,18.8,4.04,18.71,PASS,PASS,PASS,PASS,1.04,21.96,7.46,21.94,7.45,10005,49,10041,49,31373,57,31360,48,50.00103,49.96602,PASSED,PASSED,PASSED,PASSED,1000.8,994.4,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0912,14.87,4.03,18.75,4.04,18.76,PASS,PASS,PASS,PASS,5.34,21.96,7.45,21.93,7.45,10005,49,10041,49,31434,57,31434,50,49.94107,49.998,PASSING,PASSED,PASSED,PASSED,998.2,996.2,PASS,
ZJ2404122-001-0913,14.87,3.98,18.71,3.87,18.7,PASS,PASS,PASS,PASS,5.37,21.96,7.43,21.93,7.47,10003,49,10041,49,31397,57,31397,52,50.01601,49.994,PASSED,PASSED,PASSED,PASSED,1020,988,PASS,
ZJ2404122-001-0914,14.88,4.07,18.73,3.98,18.65,PASS,PASS,PASS,PASS,5.35,21.97,7.44,21.94,7.46,10006,49,10041,49,31311,57,31311,48,50.03703,50.02097,PASSED,PASSED,PASSED,PASSED,983.4,987.2,PASS,
ZJ2404122-001-0915,14.87,4.18,18.59,3.9,18.66,PASS,PASS,PASS,PASS,1.02,21.97,7.45,21.93,7.45,10003,49,10041,49,31397,58,31385,48,50.05406,49.995,PASSED,PASSED,PASSED,PASSED,1004.2,975.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0916,14.87,4.04,18.66,3.95,18.77,PASS,PASS,PASS,PASS,5.39,21.97,7.43,21.93,7.45,10006,49,10041,49,31336,57,31336,48,50.02101,50.04601,PASSED,PASSED,PASSED,PASSED,1019.2,992,PASS,
ZJ2404122-001-0917,14.87,4.12,18.32,4.01,18.62,PASS,PASS,PASS,PASS,5.38,21.93,7.44,21.93,7.46,10001,49,10041,49,31274,57,31274,47,50.03402,49.94805,PASSING,PASSED,PASSED,PASSED,995.2,997.6,PASS,
ZJ2404122-001-0918,14.87,4.1,18.66,4,18.64,PASS,PASS,PASS,PASS,5.39,21.96,7.43,21.93,7.46,10006,49,10041,49,31385,57,31397,49,49.97202,49.9012,PASSED,PASSED,PASSED,PASSED,989.6,991.2,PASS,
ZJ2404122-001-0919,14.87,4.27,18.64,4.06,18.68,PASS,PASS,PASS,PASS,5.36,21.97,7.45,21.92,7.45,10001,49,10041,49,31360,57,31360,47,50.03202,50.11426,PASSED,PASSED,FAILED,FAILED,1028,1010.4,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0919,14.88,4.18,18.72,4.13,18.66,PASS,PASS,PASS,PASS,5.36,21.97,7.45,21.92,7.46,10004,49,10041,49,31348,57,31348,48,50.04404,49.985,PASSED,PASSED,PASSED,PASSED,980,996,PASS,
ZJ2404122-001-0920,14.87,4.05,18.61,4.04,18.68,PASS,PASS,PASS,PASS,5.38,21.97,7.43,21.93,7.46,10004,49,10041,49,31410,57,31422,48,50.00851,50.01601,PASSED,PASSED,PASSED,PASSED,1007.2,1362.4,PASS,
ZJ2404122-001-0921,14.87,4.11,18.79,4.01,18.64,PASS,PASS,PASS,PASS,5.38,21.91,7.44,21.94,7.52,10004,49,10041,49,31385,57,31385,50,50.00649,50.001,PASSING,PASSED,PASSED,PASSED,995.4,999.8,PASS,
ZJ2404122-001-0922,14.88,4.18,18.53,3.85,18.62,PASS,PASS,PASS,PASS,1.03,21.96,7.44,21.93,7.45,10000,49,10041,49,31422,58,31422,48,49.94606,50.02701,PASSED,PASSED,PASSED,PASSED,1008,1324.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0923,14.87,4.15,18.68,3.98,18.53,PASS,PASS,PASS,PASS,5.36,21.96,7.46,21.92,7.45,10000,49,10041,49,31385,57,31397,51,50.03102,50.03402,PASSED,PASSED,PASSED,PASSED,1020.8,994.4,PASS,
ZJ2404122-001-0924,14.87,4.06,18.67,3.63,18.75,PASS,PASS,PASS,PASS,1.04,21.97,7.45,21.93,7.46,10003,49,10041,49,31434,57,31434,47,50.03302,49.97601,PASSING,PASSED,PASSED,PASSED,1022.4,1336.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0925,14.87,4.08,18.88,4.06,18.79,PASS,PASS,PASS,PASS,5.39,21.96,7.45,21.93,7.47,10001,49,10041,49,31385,57,31385,48,49.98001,50.06709,PASSED,PASSED,PASSING,PASSED,993.6,1362.4,PASS,
ZJ2404122-001-0926,14.87,4.17,18.67,3.91,18.81,PASS,PASS,PASS,PASS,5.36,21.96,7.44,21.93,7.47,10004,49,10041,49,31397,57,31397,49,50.06609,49.96454,PASSING,PASSED,PASSED,PASSED,1008,1007.2,PASS,
ZJ2404122-001-0927,14.87,4.07,18.73,3.84,18.77,PASS,PASS,PASS,PASS,5.36,21.96,7.46,21.92,7.45,10001,49,10041,49,31397,57,31397,46,49.96399,49.91518,PASSED,PASSED,PASSED,PASSED,1001.6,964,PASS,
ZJ2404122-001-0929,14.88,4.09,18.65,3.96,18.7,PASS,PASS,PASS,PASS,5.38,21.96,7.45,21.93,7.47,10005,49,10041,49,31360,58,31360,49,49.96602,49.97601,PASSING,PASSED,PASSED,PASSED,1004.6,999.8,PASS,
ZJ2404122-001-0928,14.87,4.13,18.62,4.01,18.79,PASS,PASS,PASS,PASS,1.05,21.97,7.45,21.93,7.46,10000,49,10041,49,31373,57,31373,52,49.98404,50.01701,PASSED,PASSED,PASSED,PASSED,1007.2,1338.4,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0930,14.87,4.05,18.66,3.94,18.84,PASS,PASS,PASS,PASS,1.05,21.96,7.44,21.92,7.48,10003,49,10041,49,31422,57,31422,48,49.92112,50.03202,PASSED,PASSED,PASSED,PASSED,994.4,998.2,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0931,14.87,4.16,18.68,3.99,18.71,PASS,PASS,PASS,PASS,1.05,21.95,7.46,21.92,7.46,10003,49,10041,49,31447,57,31447,48,49.98001,50.025,PASSED,PASSED,PASSED,PASSED,991.2,1364.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0911,14.89,4.02,18.71,4.04,18.63,PASS,PASS,PASS,PASS,5.36,21.95,7.45,21.92,7.46,10004,49,10041,49,31360,58,31360,46,49.98101,50.02498,PASSED,PASSED,PASSED,PASSED,1023.2,971.2,PASS,
ZJ2404122-001-0901,14.87,4.04,18.73,4.02,18.79,PASS,PASS,PASS,PASS,5.36,21.97,7.46,21.93,7.45,10004,49,10041,49,31373,58,31373,47,49.94107,49.97298,PASSED,PASSED,PASSED,PASSED,999.2,1004,PASS,
ZJ2404122-001-0932,14.87,4.14,18.73,4.07,18.77,PASS,PASS,PASS,PASS,5.39,21.91,7.44,21.94,7.46,10003,49,10041,49,31422,57,31422,49,50.05506,50.03202,PASSED,PASSED,FAILED,FAILED,1010.4,1354.4,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0932,14.87,4.12,18.79,4.14,18.79,PASS,PASS,PASS,PASS,5.38,21.91,7.44,21.94,7.49,10004,49,10041,49,31434,57,31434,49,50.04304,50.03803,PASSING,PASSED,PASSED,PASSED,1018.4,1360,PASS,
ZJ2404122-001-0933,14.87,4.09,18.77,3.93,18.67,PASS,PASS,PASS,PASS,1.04,21.97,7.44,21.93,7.45,10006,49,10041,49,31410,57,31410,49,50.03202,50.05704,PASSED,PASSED,PASSED,PASSED,1017.6,996.8,FAIL,Failed FUNC_DIGITAL_5V_CHECK, 
ZJ2404122-001-0922,14.88,4.06,18.61,3.84,18.61,PASS,PASS,PASS,PASS,5.36,21.96,7.44,21.94,7.46,10003,49,10041,49,31447,57,31447,48,50.02802,49.93708,PASSING,PASSED,PASSED,PASSED,1005.6,1009.6,PASS,
ZJ2404122-001-0930,14.88,4.05,18.73,3.92,18.85,PASS,PASS,PASS,PASS,5.35,21.97,7.47,21.94,7.46,10004,49,10041,49,31422,57,31422,47,50.05606,49.995,PASSING,PASSED,PASSED,PASSED,1016.2,985.6,PASS,
ZJ2404122-001-0928,14.88,4.06,18.67,3.95,18.79,PASS,PASS,PASS,PASS,5.35,21.97,7.44,21.94,7.46,10001,49,10041,49,31397,57,31397,48,50.025,50.007,PASSED,PASSED,FAILED,FAILED,1000,969.8,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0924,14.87,3.99,18.75,4.06,18.7,PASS,PASS,PASS,PASS,5.35,21.98,7.45,21.91,7.5,10004,49,10041,49,31434,57,31434,53,50.008,49.95504,PASSED,PASSED,PASSED,PASSED,992,992,PASS,
ZJ2404122-001-0915,14.87,4.13,18.61,3.93,18.66,PASS,PASS,PASS,PASS,5.35,21.95,7.45,21.93,7.45,10003,49,10041,49,31360,57,31360,50,49.986,50.09969,PASSED,PASSED,PASSED,PASSED,1008,997.8,PASS,
