Serial #s, 
, , , , , , , , , , Functional Test Parameters , , , , , , , , , , , , , , , Gate Signal Test Parameters , 
   , Check Pos 15V,	CH2 Off Gate Voltage,	   CH1 On Gate Voltage,	CH1 Off Gate Voltage,	CH2 On Gate Voltage,   UVLO, OVLO, 	Digital +5V, CH1 Pos Vunreg,	CH1 Neg Vunreg,	CH2 Pos Vunreg,	CH2 Neg Vunreg,	Ch1 Freq,	Ch1 Duty, Ch2 Freq,	Ch2 Duty,	TempFreq,	Temp Duty,	DCL Freq,	DCL Duty,	Ch1 Gate Trig Freq,	Ch2 Gate Trig Freq, 2L Aug Switch - Ch1, Aug Switch - Ch2, DSAT - Ch1, DSAT- Ch2, Deadtime - Ch1(ns), Deadtime - Ch2(ns), Result, Reason for Failure 
ZJ2404122-001-0261,14.88,4.12,18.85,3.89,18.91,PASS,PASS,5.32,22.02,7.45,22,7.45,10006.25,48.76,10041.42,48.93,31372.55,58.24,31384.86,48.84,49.97502,49.97901,PASSED,PASSED,PASSED,PASSED,1011.2,1376,FAIL,
ZJ2404122-001-0262,14.9,4.08,18.74,3.92,18.85,PASS,PASS,5.31,22.03,7.42,22,7.43,10006.25,48.72,10041.42,48.86,31434.18,58.62,31434.18,47.5,50.012,50.05807,PASSED,PASSED,PASSED,PASSED,1020,974.4,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0263,14.89,4.1,18.77,3.99,18.99,PASS,PASS,5.31,22.02,7.42,21.99,7.41,10005,48.76,10041.42,48.9,31347.96,58.62,31347.96,50.94,50.05904,50.0721,PASSED,PASSED,PASSED,PASSED,988,996.8,PASS,
ZJ2404122-001-0264,14.88,3.95,18.87,3.89,18.69,PASS,FAIL,5.34,22.02,7.42,22,7.43,10002.5,48.75,10041.42,48.91,31397.17,58.63,31397.17,48.27,50.01,49.93106,PASSED,PASSED,PASSED,PASSED,1001.8,985,FAIL,Failed OVLO Test,
ZJ2404122-001-0264,14.9,4.03,19.45,4.6,18.74,PASS,PASS,5.35,22.03,7.42,22,7.44,10005,48.76,10041.42,48.9,31384.86,57.83,31384.86,50.61,50.01601,50.03805,PASSED,PASSED,PASSED,PASSED,1032.8,1342.4,PASS,
ZJ2404122-001-0265,14.88,3.94,18.84,3.91,18.84,PASS,PASS,5.3,22.02,7.42,21.96,7.43,10000,48.7,10041.42,48.9,31421.84,57.86,31409.5,49.27,49.90219,49.93508,PASSED,PASSED,PASSED,PASSED,1004,968.8,PASS,
ZJ2404122-001-0266,14.89,4,19.01,4.04,18.72,PASS,FAIL,5.35,22.03,7.42,22,7.43,10005,48.75,10041.42,25.46,31397.17,57.85,31397.17,47.88,50.011,50.03501,PASSED,PASSED,PASSED,PASSED,992,971.4,FAIL,Failed OVLO Test,Failed TestCH2Frequency,
ZJ2404122-001-0266,14.88,4.01,19.04,4.06,18.82,PASS,PASS,5.35,22.02,7.42,22.01,7.44,10002.5,48.71,10041.42,48.89,31409.5,59.05,31409.5,47.51,50.03152,49.97301,PASSED,PASSED,PASSED,PASSED,976,984,PASS,
ZJ2404122-001-0267,14.88,3.97,18.75,3.83,18.69,PASS,PASS,5.31,22.03,7.42,22,7.43,10002.5,48.74,10041.42,48.91,31421.84,57.07,31434.18,48.96,50.04904,49.9301,PASSING,PASSED,PASSED,PASSED,1014.6,1347.2,PASS,
ZJ2404122-001-0268,14.88,4.2,18.85,3.65,18.7,PASS,PASS,0.88,22.02,7.44,22,7.42,10003.75,48.71,10041.42,48.93,31311.15,57.1,31311.15,47.83,50.09518,49.94457,PASSED,PASSED,FAILED,FAILED,1015.2,1367.2,FAIL,Failed Test Output Voltage 5V,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0268,14.89,4.22,19.65,0,18.76,PASS,PASS,0.91,22.03,7.44,22.01,7.43,10003.75,48.72,10041.42,48.86,31286.66,58.27,31286.66,52.21,49.96554,49.93659,PASSED,PASSED,PASSED,PASSED,1031.2,1343.2,FAIL,Failed CheckCH1OnOffVoltage Test,Failed Test Output Voltage 5V,
ZJ2404122-001-0268,14.89,4.23,19.42,4.25,18.76,PASS,PASS,0.92,22.03,7.42,22,7.46,10003.75,48.73,10041.42,48.89,31298.9,57.86,31298.9,51.25,49.94608,49.988,PASSED,PASSED,PASSED,PASSED,1020,1338.4,FAIL,Failed Test Output Voltage 5V,
ZJ2404122-001-0268,14.89,4.26,19.3,4.15,18.78,PASS,PASS,0.92,22.02,7.43,22,7.46,10006.25,48.78,10041.42,25.54,31298.9,58.26,31298.9,48.51,50.02802,49.96649,PASSED,PASSED,FAILED,FAILED,1005,1363.2,FAIL,Failed Test Output Voltage 5V,Failed TestCH2Frequency,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0268,14.88,4.21,18.86,3.46,18.71,PASS,PASS,0.89,22.03,7.41,22.01,7.43,10006.25,48.77,10041.42,48.89,31298.9,57.08,31298.9,47.69,49.95205,50.05005,PASSED,PASSED,PASSED,PASSED,1008,1340,FAIL,Failed CheckCH1OnOffVoltage Test,Failed Test Output Voltage 5V,
ZJ2404122-001-0269,14.88,4.01,18.78,3.95,18.88,PASS,PASS,5.29,22.02,7.42,22.01,7.46,10007.51,48.77,10041.42,48.88,31446.54,57.47,31446.54,45.75,49.97301,50.04704,PASSING,PASSED,PASSED,PASSED,1000.8,1356.8,PASS,
ZJ2404122-001-0270,14.89,3.99,18.73,3.79,18.8,PASS,PASS,5.32,22.02,7.41,21.99,7.43,10003.75,48.71,10041.42,48.89,31421.84,57.86,31421.84,47.72,50.002,50.02902,PASSED,PASSED,PASSED,PASSED,1020.8,1345.6,FAIL,
ZJ2404122-001-0271,14.89,4.13,18.91,3.9,18.68,PASS,PASS,5.29,22.04,7.42,21.98,7.43,10003.75,48.73,10041.42,48.85,31421.84,57.5,31421.84,53.18,49.94107,50.03502,PASSED,PASSED,PASSED,PASSED,983,1003.2,FAIL,Failed GenerateHiSideDSATFault Test,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0271,14.9,4.13,18.95,3.96,18.78,PASS,PASS,5.29,22.04,7.43,21.99,7.46,10005,48.79,10041.42,48.85,31409.5,57.48,31409.5,48.76,49.999,50.01701,PASSED,PASSED,PASSED,PASSED,1000.8,981.8,PASS,
ZJ2404122-001-0272,14.88,4.07,18.71,3.91,18.77,PASS,PASS,5.31,22.02,7.42,22,7.44,10005,48.75,10041.42,48.88,31446.54,57.51,31446.54,51.34,49.97202,50.025,PASSED,PASSED,FAILED,FAILED,1008,1336.8,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0272,14.9,4.08,18.71,3.92,18.8,PASS,PASS,5.33,22.02,7.46,22,7.46,10003.75,48.69,10041.42,48.91,31434.18,57.45,31434.18,48.76,50.011,49.9281,PASSED,PASSED,PASSED,PASSED,995.4,1324.8,PASS,
ZJ2404122-001-0273,14.89,4.01,18.82,3.91,18.7,PASS,PASS,5.31,22.02,7.42,22,7.44,10002.5,48.7,10041.42,48.88,31397.17,57.46,31384.86,48.57,49.98067,49.98101,PASSING,PASSED,PASSED,PASSED,1024.8,1321.6,PASS,
ZJ2404122-001-0274,14.88,4.05,18.77,3.95,18.97,PASS,PASS,5.31,22.06,7.41,22.01,7.47,10003.75,48.74,10041.42,48.89,31446.54,57.43,31446.54,49.14,50.00502,50.0721,PASSED,PASSED,PASSED,PASSED,994.6,1323.2,PASS,
ZJ2404122-001-0275,14.89,4.02,18.72,3.92,18.81,PASS,PASS,5.3,22.02,7.42,22,7.44,10005,48.74,10041.42,48.88,31311.15,57.46,31311.15,49.16,49.96968,50.02101,PASSED,PASSED,PASSED,PASSED,1013.6,1373.6,PASS,
ZJ2404122-001-0276,14.88,3.98,18.76,3.89,18.74,PASS,PASS,5.31,22.02,7.41,22.01,7.43,10006.25,48.71,10041.42,48.91,31434.18,38.31,31434.18,52.1,50.03202,50.02301,PASSED,PASSED,PASSED,PASSED,1018.4,1343.2,FAIL,Failed TestTempraturePWMFreq,
ZJ2404122-001-0276,14.88,3.98,18.85,3.91,18.78,PASS,PASS,5.31,22.02,7.42,22.01,7.47,10003.75,48.71,10041.42,48.9,31421.84,57.86,31421.84,49.25,49.97268,50.01901,PASSED,PASSED,FAILED,FAILED,974.4,1336.8,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0276,14.9,4,18.89,3.96,18.76,PASS,PASS,5.31,22.02,7.42,21.99,7.46,10005,48.75,10041.42,48.89,31409.5,57.44,31409.5,50.33,50.00151,49.97501,PASSING,PASSED,PASSED,PASSED,994.4,1344,PASS,
ZJ2404122-001-0277,14.89,4.02,18.86,3.84,18.85,PASS,PASS,5.31,22.02,7.42,22,7.43,10001.25,48.74,10041.42,48.95,31409.5,58.23,31409.5,51.63,49.998,50,PASSING,PASSED,PASSED,PASSED,1012.8,971.2,PASS,
ZJ2404122-001-0278,14.89,4.01,18.68,3.94,18.82,PASS,PASS,5.33,22.01,7.42,21.99,7.44,10003.75,48.69,10041.42,48.89,31446.54,57.9,31434.18,46.09,50.029,50.01349,PASSED,PASSED,PASSED,PASSED,1005,983.2,PASS,
ZJ2404122-001-0279,14.88,4.1,18.74,3.94,18.87,PASS,PASS,5.28,22.02,7.42,22,7.43,10005,48.74,10041.42,48.93,31446.54,57.47,31446.54,48.39,49.96303,50.05406,PASSED,PASSED,PASSED,PASSED,1012,1336.8,PASS,
ZJ2404122-001-0280,14.88,4.01,18.84,3.86,18.97,PASS,PASS,0.88,22.02,7.42,22.01,7.43,10005,48.71,10041.42,48.89,31360.25,32.07,31360.25,48.69,50.013,49.989,PASSED,PASSED,FAILED,FAILED,992.8,1341.6,FAIL,Failed Test Output Voltage 5V,Failed TestTempraturePWMFreq,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0280,14.88,3.97,18.89,3.85,19.01,PASS,PASS,5.3,22.02,7.42,22,7.44,10006.25,48.76,10041.42,48.9,31360.25,58.29,31360.25,48.41,50.011,49.99,PASSED,PASSED,PASSED,PASSED,1004,1380,FAIL,
ZJ2404122-001-0281,14.89,4.06,18.74,3.84,18.78,PASS,PASS,5.31,22.02,7.42,21.98,7.43,10006.25,48.72,10041.42,48.89,31458.91,57.49,31458.91,46.44,49.997,50.011,PASSED,PASSED,PASSED,PASSED,1014.4,1341.6,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0282,14.89,4.07,18.76,3.89,18.86,PASS,PASS,5.32,22.02,7.42,21.99,7.44,10003.75,48.71,10041.42,48.9,31384.86,57.08,31384.86,44.96,49.92511,50.03703,PASSED,PASSED,PASSED,PASSED,1004.8,983.2,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0282,14.89,4.09,18.79,3.99,18.86,PASS,PASS,5.31,22.02,7.42,21.99,7.44,10007.51,48.71,10041.42,48.9,31372.55,56.31,31372.55,48.31,49.992,49.99,PASSED,PASSED,PASSED,PASSED,1008,1005.6,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0283,14.89,4.13,18.7,3.91,18.96,PASS,FAIL,5.3,22.01,7.45,22,7.45,10002.5,48.7,10041.42,48.93,31421.84,57.07,31421.84,48.78,50.02598,49.95455,PASSED,PASSED,PASSED,PASSED,1002.4,1364.8,FAIL,Failed OVLO Test,
ZJ2404122-001-0283,14.9,4.09,18.73,3.93,18.95,PASS,PASS,5.3,22.01,7.43,22,7.44,10003.75,48.74,10041.42,48.94,31409.5,58.66,31421.84,55.93,50.04307,49.98301,PASSED,PASSED,PASSED,PASSED,995.2,1340.8,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0283,14.89,4.11,18.76,3.99,18.94,PASS,PASS,5.31,22.01,7.42,21.99,7.45,10005,48.72,10041.42,48.89,31421.84,57.86,31421.84,52.4,49.986,49.93061,PASSED,PASSED,PASSED,PASSED,1015.2,1355.2,PASS,
ZJ2404122-001-0283,14.88,4.02,18.71,3.97,18.98,PASS,PASS,5.3,22.02,7.42,22,7.44,10005,48.71,10041.42,48.9,31421.84,21.48,31421.84,42.97,49.95205,49.999,PASSED,PASSED,PASSED,PASSED,1010.4,1340,FAIL,Failed GenerateHiSideDSATFault Test,Failed TestTempraturePWMFreq,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0283,14.89,4.14,18.7,4.01,18.98,PASS,PASS,5.3,22.02,7.42,22,7.44,10001.25,48.71,10041.42,48.93,31434.18,58.27,31434.18,49.47,49.93409,49.94007,PASSING,PASSED,PASSED,PASSED,1010.4,1356,PASS,
ZJ2404122-001-0283,14.88,4.09,18.7,3.91,18.96,PASS,FAIL,5.31,22.02,7.42,22,7.43,10002.5,48.72,10041.42,48.91,31409.5,57.79,31409.5,51.47,50.009,49.95704,PASSED,PASSED,PASSED,PASSED,980,1354.4,FAIL,Failed OVLO Test,
ZJ2404122-001-0283,14.89,4.08,18.69,3.92,18.98,PASS,PASS,5.3,22.02,7.42,22,7.44,10001.25,48.72,10041.42,48.9,31421.84,57.54,31421.84,46.27,49.987,49.91212,PASSED,PASSED,FAILED,FAILED,1018.4,1340,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0283,14.88,4.1,18.75,3.97,18.99,PASS,PASS,5.3,22.02,7.43,22,7.44,10003.75,48.73,10041.42,48.91,31421.84,57.82,31409.5,53.71,50.012,50.02602,PASSED,PASSED,PASSED,PASSED,1019.8,1340,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0283,14.91,4.1,18.76,3.98,18.99,PASS,PASS,5.3,22.06,7.43,21.98,7.45,10002.5,48.72,10041.42,48.89,31409.5,57.87,31409.5,48.29,49.99903,49.98401,PASSED,PASSED,PASSED,PASSED,1020.2,1322.4,PASS,
ZJ2404122-001-0285,14.88,4,18.77,3.96,18.83,PASS,PASS,5.31,22.02,7.42,22,7.44,10003.75,48.71,10041.42,48.9,31384.86,57.47,31384.86,51.9,50.03102,50.04103,PASSED,PASSED,FAILED,FAILED,1002.4,988,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0284,14.89,4.01,18.68,3.85,18.69,PASS,PASS,5.35,22.02,7.43,21.97,7.43,10005,48.74,10041.42,48.88,31409.5,57.87,31409.5,48.33,49.97085,50.03402,PASSING,PASSED,PASSED,PASSED,997.6,1002.2,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0285,14.9,3.99,18.78,3.86,18.85,PASS,PASS,5.32,22.06,7.43,22,7.44,10007.51,48.7,10041.42,48.9,31397.17,57.06,31384.86,47,50.08798,49.98001,PASSING,PASSED,FAILED,FAILED,979.2,9.91E+46,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , Failed High Side Deadtime Test 
ZJ2404122-001-0285,14.89,4.02,18.86,3.95,18.86,PASS,PASS,5.31,22.02,7.43,22,7.44,10002.5,48.7,10041.42,48.86,31372.55,57.49,31372.55,48.2,50.04103,50.05105,PASSED,PASSED,PASSED,PASSED,1010.4,1000.8,FAIL,
ZJ2404122-001-0286,14.89,4.07,18.75,3.66,18.84,PASS,PASS,5.31,22.01,7.43,21.99,7.43,10006.25,48.72,10041.42,48.93,31483.67,57.46,31483.67,47.3,49.94706,49.96902,PASSED,PASSED,PASSED,PASSED,983.2,995.2,FAIL,Failed GenerateHiSideDSATFault Test,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0286,14.89,4.09,18.81,3.86,18.87,PASS,PASS,5.31,22.02,7.43,21.99,7.44,10001.25,48.71,10041.42,48.91,31483.67,58.6,31483.67,51,50.03302,58.62719,PASSING,PASSED,PASSED,PASSED,1017,984.8,FAIL,Failed High Side Trigger Frequency Test , 
ZJ2404122-001-0287,14.88,4.02,18.76,3.96,18.65,PASS,PASS,5.32,22,7.42,21.99,7.43,10006.25,48.77,10041.42,48.88,31446.54,57.47,31446.54,47.44,49.98101,50.03502,PASSED,PASSED,PASSED,PASSED,1020,1332,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0288,14.89,4,18.65,3.89,18.88,PASS,PASS,5.31,22,7.42,21.98,7.43,10002.5,48.71,10041.42,48.9,31372.55,57.06,31372.55,47.49,49.99067,49.999,PASSED,PASSED,FAILED,FAILED,1015.4,1351.2,FAIL,Failed Lo Side DSAT Test , Failed High Side DSAT Test , 
ZJ2404122-001-0288,14.88,4.01,18.66,3.9,18.8,PASS,PASS,5.31,21.99,7.43,21.97,7.44,10002.5,48.72,10041.42,48.91,31372.55,57.49,31372.55,49.49,49.99401,49.97804,PASSED,PASSED,PASSED,PASSED,998.4,1348,PASS,
ZJ2404122-001-0289,14.9,4.02,18.6,3.96,18.77,PASS,PASS,5.33,22.01,7.44,21.98,7.43,10005,48.69,10041.42,48.89,31471.28,59.05,31471.28,45.52,50.01601,49.97002,PASSED,PASSED,PASSED,PASSED,992,1335.2,PASS,
ZJ2404122-001-0290,14.88,4.05,18.81,3.96,18.8,PASS,PASS,5.36,22,7.42,21.98,7.47,10000,48.71,10041.42,48.89,31421.84,57.42,31421.84,44.38,49.98467,50.02802,PASSING,PASSED,PASSED,PASSED,1015,1348.8,FAIL,Failed TestDCLinkPWMFreq,
ZJ2404122-001-0290,14.88,4.06,18.88,3.89,18.8,PASS,PASS,5.35,22,7.42,21.97,7.45,10005,48.75,10041.42,48.9,31434.18,57.45,31434.18,47.98,49.94805,50.05606,PASSED,PASSED,PASSED,PASSED,999.2,1348.8,PASS,Failed GenerateHiSideDSATFault Test,
ZJ2404122-001-0291,14.9,3.99,18.69,3.96,18.68,PASS,PASS,5.33,22.01,7.42,21.99,7.49,10002.5,48.72,10041.42,48.88,31434.18,57.09,31421.84,51.81,49.95903,49.98001,PASSED,PASSED,PASSED,PASSED,1020,1348,PASS,
ZJ2404122-001-0292,14.88,4.05,18.59,3.75,18.84,PASS,PASS,5.34,22.02,7.44,21.99,7.44,10003.75,48.72,10041.42,48.9,31384.86,57.08,31397.17,48.9,49.93309,50.02802,PASSED,PASSED,PASSED,PASSED,1008.8,1340.8,PASS,
ZJ2404122-001-0268,14.88,4.11,19.76,4.26,18.77,PASS,PASS,5.31,22.01,7.42,21.99,7.44,10005,48.76,10041.42,48.85,31286.66,57.8,31298.9,45.19,49.98301,50.01148,PASSED,PASSED,PASSED,PASSED,996,1368.8,PASS,
